reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,irradiance_wm2,panel_temperature_c,ambient_temperature_c,power_mw,energy_mwh,dc_voltage_v,dc_current_a,ac_voltage_v,ac_current_a,inverter_efficiency_pct,performance_ratio,tracker_angle_degrees,quality_flag,alarm_status,ingestion_datetime
SR-0000001172,PLT-0002,INV-043,SENS-1893,power,2024-12-09T09:03:59,703.439681,MW,711.87,52.91,17.24,0.110,39.113,702.330,165.437,647.363,149.054,95.84,0.7996,42.98,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001173,PLT-0007,INV-032,SENS-2588,current,2024-12-09T09:50:10,171.229840,A,796.93,30.30,18.59,0.156,16.126,664.110,247.420,658.730,300.496,96.29,0.8203,31.77,BAD,WARNING,2025-12-09T14:25:05
SR-0000001174,PLT-0050,INV-011,SENS-1553,temperature,2024-12-09T09:56:25,58.821318,C,854.75,26.94,25.20,0.083,13.001,818.519,106.669,647.573,137.430,94.41,0.7642,26.54,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001175,PLT-0094,INV-019,SENS-1335,power,2024-12-09T09:13:06,267.542578,MW,661.30,33.69,23.13,0.182,10.408,991.092,192.911,571.599,315.457,94.80,0.7602,-35.52,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001176,PLT-0057,INV-038,SENS-7275,current,2024-12-09T09:25:00,28.221299,A,776.53,34.63,18.14,0.168,40.198,751.589,235.070,563.778,241.028,94.23,0.7695,10.94,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000001177,PLT-0008,INV-040,SENS-4593,power,2024-12-09T09:02:35,566.471476,MW,868.96,45.32,24.29,0.213,24.713,625.997,358.658,658.566,257.404,95.54,0.7762,14.51,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001178,PLT-0024,INV-002,SENS-2357,temperature,2024-12-09T09:13:13,572.581082,C,800.78,52.77,27.44,0.350,10.462,828.274,444.173,635.345,395.199,97.41,0.8101,11.10,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001179,PLT-0048,INV-031,SENS-6220,power,2024-12-09T09:16:22,945.387257,MW,972.38,49.09,15.18,0.304,24.662,810.583,394.609,572.954,315.747,95.32,0.7558,39.78,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001180,PLT-0063,INV-031,SENS-9375,current,2024-12-09T09:39:43,445.855603,A,745.69,29.90,20.25,0.462,17.177,991.599,490.257,547.807,179.841,94.13,0.8103,-39.45,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001181,PLT-0070,INV-035,SENS-8490,tracking_angle,2024-12-09T09:49:27,753.017250,degrees,742.87,25.56,27.27,0.174,38.131,899.817,203.285,635.837,237.219,95.55,0.8425,7.22,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001182,PLT-0074,INV-018,SENS-3865,tracking_angle,2024-12-09T09:44:05,837.532350,degrees,623.80,32.07,21.36,0.275,45.141,887.954,326.017,557.613,339.557,96.44,0.7521,-38.02,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001183,PLT-0100,INV-012,SENS-7368,current,2024-12-09T09:18:29,662.012351,A,998.83,50.54,25.23,0.172,11.081,781.911,231.689,528.324,262.392,96.76,0.7564,-29.08,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001184,PLT-0040,INV-033,SENS-5234,voltage,2024-12-09T09:18:53,446.844075,V,879.93,47.70,18.59,0.307,29.203,651.219,495.931,571.829,319.032,97.51,0.7997,17.87,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001185,PLT-0002,INV-009,SENS-3803,voltage,2024-12-09T09:51:34,275.432726,V,804.84,53.32,28.55,0.241,6.954,612.299,414.346,686.217,359.775,97.40,0.8290,-22.92,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001186,PLT-0071,INV-020,SENS-7503,irradiance,2024-12-09T09:59:09,756.026017,W/m2,930.78,25.25,26.39,0.187,0.883,723.301,271.931,505.183,260.008,94.77,0.7667,25.36,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001187,PLT-0074,INV-021,SENS-9224,irradiance,2024-12-09T09:22:46,497.731170,W/m2,680.75,51.01,27.77,0.384,23.060,946.819,426.403,491.597,279.861,95.34,0.7831,41.59,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001188,PLT-0046,INV-044,SENS-9515,temperature,2024-12-09T09:44:30,87.644539,C,913.34,34.65,19.89,0.089,23.117,688.668,135.804,662.916,104.510,97.99,0.7561,-16.94,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001189,PLT-0045,INV-018,SENS-2940,tracking_angle,2024-12-09T09:58:58,69.838513,degrees,752.68,37.58,24.05,0.104,5.193,961.386,114.023,622.788,130.379,97.91,0.7882,39.02,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000001190,PLT-0030,INV-045,SENS-9102,power,2024-12-09T09:33:23,235.979314,MW,977.32,37.84,22.84,0.376,36.164,860.612,460.378,545.959,371.145,95.00,0.8500,27.18,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001191,PLT-0009,INV-010,SENS-2554,power,2024-12-09T09:35:21,888.545549,MW,939.76,37.64,21.16,0.326,16.330,755.634,453.517,587.746,119.520,97.55,0.8298,11.95,BAD,FAULT,2025-12-09T14:25:05
SR-0000001192,PLT-0004,INV-016,SENS-2919,current,2024-12-09T09:08:07,909.954147,A,843.31,25.92,27.68,0.262,6.574,987.038,279.787,558.413,111.542,95.47,0.7654,-26.82,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001193,PLT-0096,INV-031,SENS-1532,temperature,2024-12-09T09:14:56,477.242696,C,649.13,32.71,20.22,0.332,10.873,749.291,466.172,671.888,253.283,97.65,0.8442,16.44,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001194,PLT-0090,INV-034,SENS-8867,power,2024-12-09T09:45:02,761.481698,MW,735.54,34.77,25.78,0.159,39.217,920.407,181.645,520.635,218.198,97.20,0.8100,43.02,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001195,PLT-0081,INV-028,SENS-4060,current,2024-12-09T09:06:06,64.978442,A,740.17,39.93,23.64,0.317,15.209,839.137,397.566,484.701,156.462,94.67,0.7737,13.51,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001196,PLT-0014,INV-011,SENS-4640,current,2024-12-09T09:06:58,492.240794,A,768.41,49.36,25.69,0.322,12.722,799.989,424.011,621.779,392.892,96.38,0.7898,38.92,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001197,PLT-0008,INV-020,SENS-7781,voltage,2024-12-09T09:00:48,387.189689,V,984.94,40.71,21.88,0.106,24.668,650.143,172.154,661.869,177.604,95.81,0.8384,26.90,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001198,PLT-0077,INV-050,SENS-4677,irradiance,2024-12-09T09:23:51,740.905081,W/m2,711.29,37.77,21.08,0.267,6.305,808.119,348.279,605.472,276.373,96.13,0.7538,4.03,BAD,FAULT,2025-12-09T14:25:05
SR-0000001199,PLT-0042,INV-049,SENS-1331,power,2024-12-09T09:49:25,824.838479,MW,785.19,43.09,15.15,0.080,15.334,690.955,121.182,568.458,202.229,95.32,0.8004,10.94,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001200,PLT-0029,INV-010,SENS-9164,current,2024-12-09T09:54:25,294.200162,A,723.39,28.10,28.13,0.234,22.488,641.808,384.158,485.575,208.332,94.35,0.8212,-5.51,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001201,PLT-0030,INV-010,SENS-8289,irradiance,2024-12-09T09:49:08,791.500855,W/m2,795.72,26.04,24.80,0.313,8.999,991.420,332.740,552.128,250.070,94.37,0.8209,-24.17,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001202,PLT-0066,INV-014,SENS-7796,temperature,2024-12-09T09:00:56,463.550086,C,679.13,31.79,20.38,0.290,42.164,616.154,495.767,563.300,260.273,94.42,0.8499,-30.46,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001203,PLT-0078,INV-013,SENS-6310,temperature,2024-12-09T09:31:27,273.338083,C,793.02,38.59,23.39,0.200,37.038,963.643,218.970,536.932,260.360,96.53,0.8056,-36.72,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001204,PLT-0077,INV-008,SENS-6266,temperature,2024-12-09T09:43:42,150.751430,C,749.34,26.95,22.75,0.312,25.744,957.783,343.324,621.216,385.622,96.57,0.8278,6.48,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001205,PLT-0015,INV-018,SENS-5670,voltage,2024-12-09T09:32:56,807.330327,V,983.68,47.90,15.70,0.128,16.181,996.750,135.388,648.157,248.879,96.84,0.7876,-11.64,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001206,PLT-0085,INV-049,SENS-4733,current,2024-12-09T09:09:03,964.256033,A,609.11,51.50,20.34,0.389,31.074,893.369,457.788,593.239,316.410,94.66,0.8385,42.88,BAD,FAULT,2025-12-09T14:25:05
SR-0000001207,PLT-0058,INV-043,SENS-8581,temperature,2024-12-09T09:48:23,24.109938,C,769.06,49.25,21.51,0.287,49.765,933.287,323.879,610.712,124.488,94.87,0.7613,35.23,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001208,PLT-0046,INV-018,SENS-5222,temperature,2024-12-09T09:45:07,640.397987,C,846.42,31.71,16.99,0.330,48.128,767.381,452.981,494.531,206.489,96.61,0.8216,36.51,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001209,PLT-0070,INV-041,SENS-7144,current,2024-12-09T09:16:26,303.986280,A,809.34,44.45,26.54,0.252,48.016,767.532,345.597,503.265,187.861,94.70,0.7620,33.99,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001210,PLT-0076,INV-035,SENS-4863,voltage,2024-12-09T09:28:04,448.405007,V,697.66,40.70,21.93,0.354,16.181,982.925,379.046,628.023,201.045,98.00,0.7727,-10.60,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001211,PLT-0005,INV-022,SENS-9573,voltage,2024-12-09T09:32:05,353.351154,V,820.68,52.25,17.69,0.244,44.628,980.860,262.232,639.404,305.960,96.57,0.7839,16.99,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001212,PLT-0030,INV-016,SENS-3822,current,2024-12-09T09:27:46,80.086195,A,632.11,35.59,18.54,0.322,2.275,956.318,354.234,644.267,122.462,96.73,0.7669,15.72,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001213,PLT-0039,INV-013,SENS-8414,power,2024-12-09T09:51:40,810.247782,MW,779.46,43.64,18.21,0.331,43.505,840.075,415.368,609.677,373.608,97.93,0.8157,-1.89,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001214,PLT-0019,INV-012,SENS-6680,irradiance,2024-12-09T09:53:41,926.647132,W/m2,724.69,43.48,26.79,0.206,31.141,721.623,301.175,500.834,358.111,97.30,0.7687,20.59,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001215,PLT-0063,INV-040,SENS-7920,temperature,2024-12-09T09:53:43,605.835596,C,894.27,37.57,22.10,0.433,26.158,994.819,457.667,663.467,379.666,97.83,0.8356,7.35,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001216,PLT-0008,INV-002,SENS-5278,voltage,2024-12-09T09:38:18,911.866299,V,680.65,35.08,16.45,0.182,27.616,876.323,218.083,613.888,360.001,94.49,0.8392,-9.46,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001217,PLT-0028,INV-018,SENS-5304,power,2024-12-09T09:23:26,680.196554,MW,970.82,41.89,20.52,0.260,42.878,743.097,368.614,613.261,195.457,95.02,0.8373,-15.53,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001218,PLT-0041,INV-039,SENS-3150,current,2024-12-09T09:45:16,893.611269,A,703.04,30.70,27.02,0.272,40.460,656.498,436.035,608.195,341.262,95.17,0.8273,19.70,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001219,PLT-0015,INV-018,SENS-2913,power,2024-12-09T09:52:51,396.876685,MW,741.25,35.96,19.25,0.102,37.276,899.317,119.047,481.350,126.210,96.11,0.8331,24.39,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001220,PLT-0052,INV-021,SENS-1701,tracking_angle,2024-12-09T09:16:50,267.388943,degrees,872.48,31.66,24.64,0.285,16.015,898.261,334.504,556.781,104.293,97.90,0.7641,-15.57,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001221,PLT-0081,INV-006,SENS-5667,voltage,2024-12-09T09:52:27,770.474700,V,819.36,49.83,24.35,0.221,49.750,803.193,289.535,626.288,187.557,97.48,0.8143,36.91,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001222,PLT-0062,INV-028,SENS-1749,temperature,2024-12-09T09:47:43,366.068666,C,992.45,26.33,24.75,0.235,27.154,743.298,332.735,513.078,297.459,96.16,0.8312,-15.77,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001223,PLT-0086,INV-041,SENS-8682,tracking_angle,2024-12-09T09:12:14,807.510930,degrees,660.60,25.40,17.78,0.216,25.448,887.557,256.289,669.703,107.114,95.10,0.8327,7.20,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001224,PLT-0039,INV-040,SENS-5745,irradiance,2024-12-09T09:34:39,821.096103,W/m2,691.48,48.19,18.79,0.213,21.722,700.110,320.398,486.995,155.276,97.46,0.7676,-34.27,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001225,PLT-0068,INV-016,SENS-8846,temperature,2024-12-09T09:59:12,611.228341,C,698.31,39.11,25.38,0.219,35.250,733.390,314.068,547.392,249.785,97.39,0.7579,-14.76,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001226,PLT-0076,INV-041,SENS-5208,voltage,2024-12-09T09:21:01,911.876441,V,793.59,44.10,27.86,0.289,9.047,796.623,381.693,667.167,264.155,94.40,0.7800,-43.15,BAD,WARNING,2025-12-09T14:25:05
SR-0000001227,PLT-0071,INV-034,SENS-7554,irradiance,2024-12-09T09:25:32,644.869783,W/m2,607.61,47.79,19.82,0.321,49.875,722.694,467.497,489.250,292.613,97.89,0.7747,9.10,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001228,PLT-0005,INV-044,SENS-7335,voltage,2024-12-09T09:30:02,151.493452,V,983.23,52.69,27.31,0.244,9.252,961.220,267.414,677.913,135.300,96.93,0.7572,-1.37,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001229,PLT-0074,INV-012,SENS-8662,temperature,2024-12-09T09:32:54,353.333856,C,934.68,38.78,25.75,0.304,0.925,649.560,493.065,680.593,279.846,97.94,0.8087,-24.79,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001230,PLT-0006,INV-011,SENS-6819,temperature,2024-12-09T09:33:19,458.660226,C,634.10,42.04,15.32,0.145,26.677,710.275,214.255,664.040,342.360,94.73,0.7540,-43.49,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001231,PLT-0099,INV-031,SENS-6804,current,2024-12-09T09:59:02,574.889710,A,744.01,26.01,15.43,0.312,10.256,998.373,329.290,505.147,382.083,95.12,0.7816,-24.02,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001232,PLT-0049,INV-005,SENS-3597,voltage,2024-12-09T09:24:27,51.777516,V,774.52,33.80,27.53,0.243,30.656,891.595,286.923,509.052,191.925,95.20,0.7949,7.87,BAD,WARNING,2025-12-09T14:25:05
SR-0000001233,PLT-0076,INV-017,SENS-5146,tracking_angle,2024-12-09T09:15:52,846.667217,degrees,609.92,39.70,27.80,0.185,11.888,923.901,210.715,567.850,271.596,97.29,0.8408,-35.03,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001234,PLT-0079,INV-022,SENS-7076,tracking_angle,2024-12-09T09:14:21,352.846376,degrees,635.77,35.94,27.57,0.199,22.571,770.192,272.286,581.126,346.488,97.78,0.8314,-7.33,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001235,PLT-0030,INV-006,SENS-9056,voltage,2024-12-09T09:23:57,906.434984,V,774.52,35.30,18.61,0.269,11.876,707.003,399.975,494.358,355.841,96.28,0.7631,37.98,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001236,PLT-0029,INV-032,SENS-5273,temperature,2024-12-09T09:57:33,26.822341,C,623.74,32.06,22.06,0.449,3.503,981.950,481.806,497.962,337.422,94.97,0.8264,10.97,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001237,PLT-0055,INV-022,SENS-1845,current,2024-12-09T09:01:58,577.880669,A,812.48,37.30,19.08,0.369,41.412,920.376,421.515,574.129,371.374,97.97,0.8151,38.70,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001238,PLT-0094,INV-040,SENS-1877,voltage,2024-12-09T09:53:24,57.340711,V,756.55,32.06,28.34,0.272,24.307,949.893,301.207,485.217,121.166,97.14,0.8149,-23.66,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001239,PLT-0027,INV-032,SENS-7384,voltage,2024-12-09T09:49:49,702.083728,V,745.39,42.08,24.51,0.281,27.197,637.234,464.468,598.975,121.652,95.60,0.7749,-30.51,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001240,PLT-0052,INV-019,SENS-7835,current,2024-12-09T09:43:45,534.849495,A,780.88,43.00,22.32,0.236,10.954,676.137,367.538,666.408,116.121,95.50,0.7670,-41.24,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001241,PLT-0098,INV-025,SENS-7564,tracking_angle,2024-12-09T09:39:23,654.471117,degrees,635.63,52.82,20.30,0.227,23.773,832.833,286.395,621.829,294.009,95.75,0.7905,-17.46,BAD,WARNING,2025-12-09T14:25:05
SR-0000001242,PLT-0051,INV-046,SENS-3702,temperature,2024-12-09T09:49:40,469.101890,C,977.12,52.59,20.91,0.193,39.756,678.745,298.674,538.724,320.830,96.85,0.7534,-0.26,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000001243,PLT-0077,INV-008,SENS-1007,voltage,2024-12-09T09:28:21,768.647558,V,623.94,35.00,27.51,0.321,21.334,794.129,424.948,516.192,371.762,94.31,0.8030,27.52,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001244,PLT-0091,INV-032,SENS-5626,temperature,2024-12-09T09:55:46,989.160030,C,914.46,28.71,20.46,0.382,30.280,947.394,424.955,564.353,290.600,95.91,0.8305,12.40,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001245,PLT-0087,INV-029,SENS-6394,irradiance,2024-12-09T09:32:42,540.551146,W/m2,606.06,35.95,26.42,0.359,15.942,919.969,410.632,683.699,271.189,97.61,0.7586,28.41,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001246,PLT-0049,INV-006,SENS-7403,voltage,2024-12-09T09:16:41,645.535556,V,956.65,48.32,26.31,0.173,36.850,686.425,264.718,513.103,142.851,96.40,0.8463,25.12,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001247,PLT-0049,INV-038,SENS-7000,current,2024-12-09T09:48:42,889.594492,A,724.10,30.54,19.99,0.225,9.204,757.812,312.979,689.485,384.349,94.27,0.7834,13.81,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001248,PLT-0034,INV-029,SENS-5767,tracking_angle,2024-12-09T09:30:57,438.908027,degrees,677.33,45.03,15.73,0.170,10.378,965.497,184.949,496.365,268.323,96.07,0.8093,17.09,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001249,PLT-0007,INV-016,SENS-7358,current,2024-12-09T09:02:49,706.332812,A,838.17,48.55,28.96,0.131,13.437,894.294,153.849,544.970,103.886,94.81,0.8155,13.75,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001250,PLT-0095,INV-044,SENS-7669,power,2024-12-09T09:50:21,385.395377,MW,907.77,29.00,21.56,0.239,29.323,969.530,259.375,547.046,324.666,95.67,0.8151,5.35,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001251,PLT-0093,INV-044,SENS-3608,power,2024-12-09T09:15:05,156.052186,MW,976.07,51.55,23.52,0.190,1.524,674.397,296.219,482.889,111.317,96.66,0.7564,-0.97,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001252,PLT-0027,INV-011,SENS-5798,voltage,2024-12-09T09:35:15,185.496338,V,626.63,31.90,19.61,0.086,8.680,744.333,122.133,537.145,195.356,94.70,0.7878,21.21,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001253,PLT-0031,INV-020,SENS-7983,power,2024-12-09T09:34:45,349.468720,MW,706.53,40.49,27.73,0.289,27.026,773.123,393.272,630.545,316.608,95.26,0.8141,-21.58,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001254,PLT-0039,INV-007,SENS-8615,power,2024-12-09T09:44:44,202.984078,MW,951.70,45.13,19.05,0.197,31.911,847.639,244.192,591.050,224.097,97.59,0.7520,3.76,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001255,PLT-0043,INV-031,SENS-2021,power,2024-12-09T09:40:14,509.147100,MW,953.18,54.94,25.84,0.111,46.553,673.730,172.828,629.424,252.024,96.24,0.7513,-29.34,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001256,PLT-0063,INV-040,SENS-8222,temperature,2024-12-09T09:05:56,971.688074,C,815.19,32.28,24.09,0.134,4.911,794.054,177.447,679.811,303.924,94.46,0.8021,-44.17,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001257,PLT-0001,INV-010,SENS-2378,temperature,2024-12-09T09:35:52,152.461962,C,648.04,50.03,21.73,0.344,17.733,913.293,396.104,495.985,336.574,97.84,0.8097,0.19,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001258,PLT-0002,INV-017,SENS-9514,tracking_angle,2024-12-09T09:43:11,659.322749,degrees,744.21,32.75,21.47,0.393,39.792,931.948,443.746,485.774,246.053,94.32,0.7769,-40.52,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001259,PLT-0053,INV-040,SENS-5647,tracking_angle,2024-12-09T09:22:59,806.697578,degrees,813.22,33.22,26.69,0.148,42.562,628.700,248.375,498.545,173.717,95.32,0.7861,22.64,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001260,PLT-0079,INV-021,SENS-5697,current,2024-12-09T09:47:39,875.220685,A,894.99,39.48,29.99,0.102,41.955,663.343,161.374,514.369,174.317,95.99,0.7656,16.15,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001261,PLT-0075,INV-041,SENS-2206,temperature,2024-12-09T09:08:53,582.981743,C,842.44,51.91,18.25,0.188,8.066,601.455,329.455,601.401,106.006,97.86,0.7961,-31.84,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001262,PLT-0057,INV-029,SENS-3767,current,2024-12-09T09:23:36,105.120301,A,926.42,47.46,23.93,0.071,30.974,620.461,119.980,688.776,158.884,94.16,0.8443,-17.22,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001263,PLT-0003,INV-010,SENS-6032,power,2024-12-09T09:29:46,115.840590,MW,830.96,39.04,20.71,0.177,36.530,765.837,243.176,584.494,358.207,97.19,0.8260,-1.77,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001264,PLT-0012,INV-010,SENS-1264,temperature,2024-12-09T09:44:27,253.796386,C,888.52,49.44,27.54,0.264,38.191,618.322,448.920,642.753,281.207,95.28,0.7633,-30.03,BAD,WARNING,2025-12-09T14:25:05
SR-0000001265,PLT-0074,INV-041,SENS-5378,power,2024-12-09T09:43:36,102.740461,MW,852.70,37.40,15.21,0.361,38.182,925.207,410.754,683.561,246.061,96.56,0.8253,-25.34,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001266,PLT-0079,INV-032,SENS-3772,power,2024-12-09T09:18:02,401.779527,MW,964.29,51.11,25.44,0.193,40.727,948.973,214.352,481.973,245.000,95.00,0.8068,-27.36,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001267,PLT-0087,INV-014,SENS-6096,power,2024-12-09T09:13:19,288.833392,MW,783.05,47.15,25.19,0.330,10.978,963.529,360.595,665.273,146.657,97.20,0.8497,25.43,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001268,PLT-0096,INV-011,SENS-7176,temperature,2024-12-09T09:45:49,303.679396,C,849.74,49.48,28.55,0.130,36.919,753.934,181.847,673.688,121.940,94.21,0.8327,-2.29,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000001269,PLT-0081,INV-036,SENS-8982,tracking_angle,2024-12-09T09:46:48,311.205339,degrees,736.10,47.96,15.75,0.187,49.515,761.245,258.349,524.076,260.814,97.05,0.8186,11.21,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001270,PLT-0065,INV-045,SENS-3433,irradiance,2024-12-09T09:47:33,761.780547,W/m2,742.77,44.24,22.25,0.234,46.470,930.521,264.264,497.928,315.830,94.03,0.7501,21.99,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001271,PLT-0045,INV-017,SENS-8642,irradiance,2024-12-09T09:09:54,175.306882,W/m2,972.72,39.51,27.95,0.340,42.126,828.732,431.927,608.233,143.486,95.96,0.7861,14.75,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001272,PLT-0071,INV-004,SENS-7368,current,2024-12-09T09:03:47,993.646114,A,924.50,42.90,19.11,0.072,35.468,750.662,100.985,619.022,124.003,96.55,0.8321,-38.08,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001273,PLT-0068,INV-020,SENS-9371,voltage,2024-12-09T09:19:31,438.600923,V,971.69,39.71,29.02,0.256,10.455,858.010,314.012,676.439,311.928,97.56,0.8231,-18.23,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001274,PLT-0005,INV-012,SENS-3087,temperature,2024-12-09T09:33:38,812.310585,C,703.40,28.04,22.20,0.142,32.279,666.221,225.015,532.129,247.173,95.90,0.8371,11.93,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001275,PLT-0006,INV-040,SENS-6733,power,2024-12-09T09:19:07,356.405897,MW,636.86,47.75,26.92,0.117,38.876,912.035,135.403,653.053,240.909,97.18,0.7802,-27.83,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001276,PLT-0098,INV-033,SENS-1096,temperature,2024-12-09T09:34:51,919.723255,C,655.92,31.33,24.86,0.342,22.401,986.230,364.615,599.619,246.569,95.65,0.7970,-28.11,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001277,PLT-0080,INV-033,SENS-3260,voltage,2024-12-09T09:29:12,350.002487,V,748.31,37.25,16.94,0.200,31.926,700.760,300.709,504.049,109.212,95.23,0.7743,9.03,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001278,PLT-0028,INV-014,SENS-6110,temperature,2024-12-09T09:11:39,532.085619,C,903.77,27.13,15.26,0.349,36.026,735.794,499.840,506.993,383.261,96.17,0.7562,-31.83,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001279,PLT-0033,INV-036,SENS-5501,temperature,2024-12-09T09:16:08,834.150684,C,871.38,49.07,17.78,0.159,22.958,899.096,185.967,561.223,253.395,96.05,0.7751,-29.15,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001280,PLT-0003,INV-004,SENS-3988,tracking_angle,2024-12-09T09:15:18,515.177113,degrees,679.03,46.00,23.16,0.332,26.669,842.133,415.096,556.683,166.206,94.99,0.7696,5.53,SUSPECT,CRITICAL,2025-12-09T14:25:05
